class,true_frac,pred_frac,delta_pct_pt
AA,0.08563238982443569,0.08581153708348262,0.01791472590469273
AB,0.46596202078108206,0.45521318523826587,-1.0748835542816193
BA,0.4484055893944823,0.4589752776782515,1.0569688283769252
