class,true_frac,pred_frac,delta_pct_pt
AA,0.08563238982443569,0.08599068434252956,0.03582945180938685
AB,0.46596202078108206,0.4561089215335005,-0.9853099247581543
BA,0.4484055893944823,0.4579003941239699,0.9494804729487605
