class,true_frac,pred_frac,delta_pct_pt
AA,0.08563238982443569,0.08563238982443569,0.0
AB,0.46596202078108206,0.4480472948763884,-1.7914725904693674
BA,0.4484055893944823,0.46632031529917595,1.7914725904693674
