class,true_frac,pred_frac,delta_pct_pt
AA,0.08563238982443569,0.08563238982443569,0.0
AB,0.46596202078108206,0.4589752776782515,-0.6986743102830539
BA,0.4484055893944823,0.4553923324973128,0.6986743102830539
