bot_id,top_id,bot_type,top_type,x,y,z_bot,z_top,dx,dy,dz,dist_xy,type_pair,label,sector6,ang_deg,ang_margin,dz_thresh,confidence,is_boundary,label_raw,frac1,frac2,block_id
26,5609,1,3,74.732875779246,109.401511921885,17.3944546181878,20.8595625751276,0.22712668278690273,0.39543068498699085,3.4651079569398,0.45601749600543084,1->3,AA,1,60.12788859208961,29.87211140791038,3.336072339193011,0.5827439105257914,0,AA,0.08742614614438547,0.9545639830015075,1
27,5610,1,3,76.9315713809433,110.607486862088,17.4039095525213,20.849232467893,0.16818059138810781,0.4882952054430092,3.445322915371701,0.516446433793752,1->3,AA,1,70.99506258335111,19.004937416648886,3.336072339193011,0.4933917402131398,0,AA,0.09877900764316826,0.9650865088980612,1
28,5611,1,3,79.1297562333867,111.81617773835,17.4165290756677,20.8379003713877,0.11023827170559741,0.5757249454039908,3.42137129572,0.5861840063572745,1->3,AA,1,79.16035988007536,10.839640119924638,3.336072339193011,0.3852226877996567,0,AA,0.1101161610239592,0.9756327322252678,1
29,5612,1,3,81.3270933422567,113.028148845956,17.4307683191871,20.8265860905946,0.0539903040914993,0.6566078422710007,3.3958177714075006,0.6588238091232524,1->3,AA,1,85.29936616592616,4.700633834073841,3.336072339193011,0.26981919730912146,0,AA,0.12143259800756874,0.9862075766441015,1
30,7240,1,3,83.5233136923669,114.24379418591,17.4451020900153,20.8158777322182,-8.5334961852368e-07,0.73017756504359,3.3707756422029007,0.7301775650440886,1->3,AA,2,90.00006696087901,6.696087899626946e-05,3.336072339193011,0.15672524266771898,0,AA,0.13272456692592458,0.996814479942223,1
31,5614,1,3,57.1350512995517,97.2519584563192,17.45832231335,20.8059870950072,0.715060716855703,-0.35359310308510317,3.347664781657201,0.7977091646330411,1->3,AA,0,333.6878891268209,3.6878891268208918,3.336072339193011,0.05235318257152636,1,AA,0.007455151998730168,0.8485551542015807,1
32,5615,1,3,59.3200666725199,98.4641786164023,17.4499411018306,20.8183054372373,0.6835224728049027,-0.2732467572758992,3.3683643354066994,0.7361159971031218,1->3,AA,0,338.21031472112014,8.210314721120085,3.336072339193011,0.14583542498456445,0,AA,0.018677395039793987,0.8591321716847564,1
33,5616,1,3,61.5077837441269,99.6735907297577,17.4406849667105,20.8310163972893,0.646533402196205,-0.18727864660050386,3.390331430578801,0.6731112327304576,1->3,AA,0,343.84550280082055,13.845502800820555,3.336072339193011,0.2450420716997592,0,AA,0.0299323036379921,0.8696846880415607,1
34,5617,1,3,63.6981226813198,100.880535498477,17.4307171314805,20.8427946724838,0.604280833699903,-0.09636511983400453,3.4120775410033026,0.6119163033435797,1->3,AA,0,350.9392922054782,20.939292205478182,3.336072339193011,0.34325071865154416,0,AA,0.04121778817783217,0.8802156760092056,1
35,5618,1,3,65.8908702475485,102.08550466981,17.4206605500318,20.852171924629,0.5572176284036914,-0.0014871198100081529,3.4315113745972,0.5572196128360555,1->3,AA,0,359.8470875971895,29.847087597189557,3.336072339193011,0.4310167818732396,0,AA,0.05253009204043147,0.8907294262433243,1
36,5619,1,3,68.0856973086823,103.289120411604,17.4116081110751,20.8578752654472,0.5060180545653026,0.09610903159199324,3.446267154372098,0.5150642848223941,1->3,AA,0,10.754207819925458,19.245792180074545,3.336072339193011,0.49765606301928167,0,AA,0.06386401386245702,0.901231367361931,1
