class,true_frac,pred_frac,delta_pct_pt
AA,0.08563238982443569,0.08402006449301326,-0.1612325331422429
AB,0.46596202078108206,0.46112504478681476,-0.4836975994267301
BA,0.4484055893944823,0.454854890720172,0.6449301325689716
