class,true_frac,pred_frac,delta_pct_pt
AA,0.08563238982443569,0.08599068434252956,0.03582945180938685
AB,0.46596202078108206,0.46506628448584736,-0.08957362952347059
BA,0.4484055893944823,0.4489430311716231,0.05374417771408235
