class,true_frac,pred_frac,delta_pct_pt
AA,0.08563238982443569,0.10014331780723755,1.451092798280186
AB,0.46596202078108206,0.8998566821927625,43.38946614116804
BA,0.4484055893944823,0.0,-44.84055893944823
