bot_id,top_id,bot_type,top_type,x,y,z_bot,z_top,dx,dy,dz,dist_xy,type_pair,label_hybrid,dz_thresh,sector6,ang_deg
5045,7817,2,3,79.7684557057674,16.8823622451678,17.5416032290175,20.7858365739786,0.27542226291240013,0.061181776138298005,3.244233344961099,0.2821358407562288,2->3,S1,3.336072339193011,0,12.524214190462644
5046,7818,2,3,81.953059323042,18.1270775715684,17.5432859922696,20.7852903161729,0.24414582661310646,0.07686819242400134,3.242004323903302,0.2559607463247643,2->3,S1,3.336072339193011,0,17.4763690513746
5047,7819,2,3,84.1378281215131,19.3705287482516,17.542954938724,20.7830677257262,0.21257483672320632,0.09507086826529942,3.2401127870022,0.23286590819743397,2->3,S1,3.336072339193011,0,24.095855810594173
5048,7820,2,3,86.3228561924835,20.6125244090824,17.5405086727213,20.7792319137657,0.18053607873549993,0.11616942082859794,3.238723241044397,0.21468257977964236,2->3,S2,3.336072339193011,1,32.76003632187854
5049,7821,2,3,88.5082463229977,21.8528603328785,17.5360036294741,20.7740275285667,0.14783968214199206,0.14057039257919968,3.238023899092603,0.20400148745956623,2->3,S2,3.336072339193011,1,43.556182725307806
5050,7822,2,3,90.6941101698529,23.0913257856354,17.5296751098981,20.767885934315,0.11428293556988933,0.16869550624739915,3.2382108244168997,0.2037615351103779,2->3,S2,3.336072339193011,1,55.88428515355873
5051,7823,2,3,92.880557914985,24.3277116797205,17.5219390575965,20.7614050052093,0.07966658687659844,0.20096435237269716,3.2394659476128,0.21617917566024764,2->3,S2,3.336072339193011,1,68.37556164042178
5052,7824,2,3,95.0676884591685,25.5618271300165,17.5133750832648,20.7552919430063,0.043816292199309714,0.2377631317139013,3.2419168597414973,0.2417667765936777,2->3,S2,3.336072339193011,1,79.5583712729413
5053,7825,2,3,97.2555737270588,26.7935192988868,17.5046822062165,20.7502689926552,0.006611320328801185,0.27940371493950167,3.2455867864387002,0.2794819233483345,2->3,S2,3.336072339193011,1,88.64450593089735
5054,7826,2,3,99.44424149849,28.0226945529097,17.496613534493,20.7469574582753,-0.03198550916779652,0.32607715043979724,3.2503439237822995,0.32764215363054455,2->3,S1,3.336072339193011,2,95.60232602846108
5055,7827,2,3,101.633659357465,29.2493450406175,17.4898931091586,20.7457610684726,-0.07189467082400824,0.3778027145676006,3.255867959313999,0.3845825461816233,2->3,S1,3.336072339193011,2,100.77438247396879
5056,7828,2,3,103.823720713195,30.4735693832183,17.485121828412,20.7467707228594,-0.11289760794599601,0.4343819310551993,3.261648894447397,0.4488134711739073,2->3,S1,3.336072339193011,2,104.56906477322411
5057,7829,2,3,106.014242052926,31.6955858984602,17.4826876383791,20.749724420988,-0.15462954208199164,0.49537524190709803,3.2670367826088977,0.5189479025673024,2->3,S1,3.336072339193011,2,107.33555952661584
5058,7830,2,3,108.204966382119,32.9157330768083,17.4826884420968,20.7540312323337,-0.1965889557889966,0.560098456850902,3.271342790236897,0.593597084649992,2->3,S1,3.336072339193011,2,109.34056304880839
5059,7831,2,3,110.395579665017,34.1344576654286,17.4848930767249,20.7588624316123,-0.23816890930000056,0.6276506205255998,3.2739693548873987,0.6713193955214778,2->3,S1,3.336072339193011,2,110.77979867215434
5060,7832,2,3,112.585732497305,35.3522876673954,17.488750118458,20.7632925497388,-0.2787017415830064,0.6969682889235003,3.2745424312808,0.7506260430642895,2->3,S1,3.336072339193011,2,111.79534475211904
5061,7833,2,3,114.775068296869,36.5697939123905,17.4934578758202,20.7664510629129,-0.31751255195499084,0.766902128955401,3.2729931870926983,0.8300319849531687,2->3,S1,3.336072339193011,2,112.49051612393615
5062,7834,2,3,116.963250693985,37.7875458857618,17.4980832156995,20.7676599847558,-0.35397305338700846,0.8363051551392005,3.2695767690563002,0.9081317277997306,2->3,S1,3.336072339193011,2,112.94091166322809
5063,7835,2,3,119.149986434707,39.0060645429368,17.5017170870882,20.7665275324671,-0.38754530844900614,0.9041239545656055,3.2648104453789024,0.9836826171688632,2->3,S1,3.336072339193011,2,113.20199617838688
