class,true_frac,pred_frac,delta_pct_pt
AA,0.08563238982443569,0.08563238982443569,0.0
AB,0.46596202078108206,0.46255822285919024,-0.3403797921891827
BA,0.4484055893944823,0.45180938731637404,0.34037979218917713
